telegram_index,n_cited,citation_class
24895_gcn,4,1
24896_gcn,3,1
24897_gcn,0,0
24898_gcn,0,0
24900_gcn,2,0
24901_gcn,1,0
24902_gcn,1,0
24903_gcn,2,0
24904_gcn,2,0
24894_gcn,4,1
12896_atel,0,0
24906_gcn,0,0
12897_atel,0,0
12898_atel,40,2
24910_gcn,2,0
24907_gcn,0,0
24908_gcn,1,0
24909_gcn,0,0
12899_atel,0,0
24905_gcn,1,0
24926_gcn,0,0
24925_gcn,0,0
24920_gcn,0,0
24919_gcn,1,0
24923_gcn,0,0
24924_gcn,0,0
24918_gcn,1,0
24921_gcn,0,0
24917_gcn,0,0
24915_gcn,0,0
24914_gcn,2,0
24913_gcn,3,1
24912_gcn,0,0
24911_gcn,0,0
24916_gcn,0,0
24922_gcn,12,1
24955_gcn,0,0
24954_gcn,0,0
24929_gcn,0,0
24953_gcn,0,0
24957_gcn,0,0
24927_gcn,6,1
12900_atel,0,0
24956_gcn,0,0
24952_gcn,0,0
24950_gcn,10,1
24930_gcn,4,1
24931_gcn,1,0
24932_gcn,0,0
24933_gcn,0,0
24934_gcn,6,1
24935_gcn,1,0
24936_gcn,1,0
24937_gcn,0,0
24938_gcn,0,0
24951_gcn,0,0
24939_gcn,0,0
24941_gcn,0,0
24942_gcn,0,0
24943_gcn,0,0
24944_gcn,0,0
24945_gcn,0,0
24946_gcn,0,0
24947_gcn,0,0
24948_gcn,0,0
24949_gcn,0,0
24940_gcn,3,1
24928_gcn,0,0
24960_gcn,0,0
12904_atel,0,0
24967_gcn,0,0
24966_gcn,0,0
24965_gcn,0,0
24964_gcn,0,0
24963_gcn,0,0
24962_gcn,0,0
24961_gcn,0,0
24959_gcn,0,0
24958_gcn,0,0
12901_atel,1,0
12902_atel,1,0
12903_atel,0,0
24972_gcn,0,0
24970_gcn,0,0
12905_atel,0,0
24976_gcn,1,0
24975_gcn,0,0
24974_gcn,0,0
24973_gcn,0,0
24969_gcn,0,0
24971_gcn,0,0
24982_gcn,0,0
24981_gcn,7,1
24980_gcn,0,0
24979_gcn,0,0
24978_gcn,0,0
24977_gcn,0,0
24984_gcn,0,0
24983_gcn,0,0
24985_gcn,0,0
24986_gcn,0,0
24987_gcn,1,0
24988_gcn,0,0
24989_gcn,1,0
24991_gcn,0,0
24998_gcn,13,1
24997_gcn,0,0
24996_gcn,0,0
24995_gcn,1,0
24994_gcn,0,0
25000_gcn,0,0
24992_gcn,0,0
24990_gcn,0,0
24999_gcn,0,0
24993_gcn,3,1
25024_gcn,1,0
12907_atel,3,1
25026_gcn,0,0
25025_gcn,0,0
25001_gcn,0,0
25022_gcn,0,0
25021_gcn,0,0
25002_gcn,0,0
25003_gcn,0,0
25004_gcn,0,0
25005_gcn,0,0
25006_gcn,0,0
25007_gcn,0,0
25009_gcn,0,0
25010_gcn,0,0
25023_gcn,0,0
25011_gcn,0,0
25013_gcn,0,0
25014_gcn,0,0
25015_gcn,0,0
25016_gcn,0,0
25017_gcn,0,0
25018_gcn,0,0
25019_gcn,0,0
25020_gcn,0,0
25012_gcn,14,2
25008_gcn,0,0
12910_atel,4,1
12909_atel,0,0
25035_gcn,2,0
25034_gcn,0,0
25033_gcn,0,0
25032_gcn,0,0
25031_gcn,0,0
25030_gcn,0,0
25029_gcn,0,0
25028_gcn,0,0
25027_gcn,0,0
25036_gcn,1,0
12908_atel,0,0
25037_gcn,3,1
12911_atel,0,0
12912_atel,0,0
25039_gcn,0,0
25044_gcn,0,0
25041_gcn,0,0
25040_gcn,0,0
25043_gcn,0,0
25038_gcn,2,0
25042_gcn,1,0
12915_atel,1,0
12914_atel,13,1
12913_atel,1,0
12918_atel,0,0
12917_atel,1,0
12916_atel,0,0
12919_atel,0,0
25051_gcn,0,0
25050_gcn,0,0
25048_gcn,0,0
25047_gcn,1,0
12921_atel,0,0
25045_gcn,0,0
12920_atel,0,0
25046_gcn,0,0
12922_atel,1,0
25053_gcn,0,0
12926_atel,6,1
12925_atel,0,0
12924_atel,3,1
12923_atel,1,0
25052_gcn,0,0
25055_gcn,0,0
25056_gcn,0,0
25057_gcn,4,1
25059_gcn,0,0
25060_gcn,0,0
25061_gcn,0,0
25062_gcn,0,0
25054_gcn,0,0
25058_gcn,0,0
12934_atel,0,0
12931_atel,0,0
12935_atel,0,0
12930_atel,0,0
12933_atel,0,0
12928_atel,0,0
12929_atel,0,0
12927_atel,4,1
12932_atel,7,1
25063_gcn,0,0
25064_gcn,0,0
25066_gcn,0,0
12939_atel,5,1
12938_atel,0,0
12936_atel,6,1
25067_gcn,0,0
25068_gcn,2,0
25070_gcn,0,0
12940_atel,1,0
12941_atel,14,2
12942_atel,25,2
25069_gcn,2,0
12943_atel,0,0
25072_gcn,0,0
25073_gcn,0,0
25071_gcn,0,0
25074_gcn,0,0
25075_gcn,0,0
25076_gcn,0,0
25080_gcn,0,0
25078_gcn,0,0
25077_gcn,0,0
12944_atel,1,0
25079_gcn,0,0
12945_atel,0,0
25081_gcn,0,0
25093_gcn,0,0
25092_gcn,0,0
25091_gcn,0,0
25090_gcn,0,0
25088_gcn,0,0
25087_gcn,14,2
25089_gcn,0,0
25085_gcn,0,0
25084_gcn,2,0
25083_gcn,0,0
25082_gcn,4,1
12947_atel,4,1
12946_atel,0,0
25086_gcn,0,0
25103_gcn,0,0
25102_gcn,0,0
25101_gcn,0,0
25100_gcn,0,0
25096_gcn,0,0
25098_gcn,0,0
25097_gcn,0,0
25095_gcn,0,0
25104_gcn,2,0
25099_gcn,0,0
25105_gcn,2,0
12949_atel,0,0
25107_gcn,1,0
25108_gcn,0,0
25109_gcn,0,0
25110_gcn,2,0
25111_gcn,0,0
12948_atel,0,0
25106_gcn,7,1
12950_atel,0,0
25131_gcn,2,0
25132_gcn,2,0
25133_gcn,0,0
25128_gcn,0,0
25127_gcn,0,0
25126_gcn,0,0
25125_gcn,2,0
25124_gcn,2,0
25120_gcn,0,0
25121_gcn,0,0
25119_gcn,0,0
25118_gcn,0,0
25117_gcn,0,0
25116_gcn,0,0
25115_gcn,11,1
25114_gcn,0,0
25113_gcn,0,0
25112_gcn,0,0
25122_gcn,0,0
25123_gcn,1,0
25129_gcn,0,0
25130_gcn,2,0
25135_gcn,0,0
25136_gcn,0,0
25137_gcn,1,0
25134_gcn,0,0
25138_gcn,1,0
25139_gcn,1,0
12951_atel,3,1
25140_gcn,1,0
12954_atel,0,0
12953_atel,0,0
12952_atel,0,0
25141_gcn,0,0
25143_gcn,0,0
25145_gcn,2,0
25146_gcn,0,0
25142_gcn,2,0
25144_gcn,1,0
12955_atel,0,0
12956_atel,0,0
25150_gcn,0,0
25152_gcn,0,0
12959_atel,0,0
12958_atel,0,0
25149_gcn,0,0
25151_gcn,0,0
25147_gcn,0,0
25148_gcn,0,0
12957_atel,0,0
12960_atel,9,1
25161_gcn,1,0
25154_gcn,1,0
25155_gcn,0,0
25156_gcn,0,0
25157_gcn,1,0
25158_gcn,1,0
25159_gcn,0,0
25160_gcn,0,0
12961_atel,0,0
25153_gcn,0,0
25174_gcn,0,0
25178_gcn,0,0
25177_gcn,0,0
25176_gcn,4,1
25175_gcn,0,0
25173_gcn,0,0
25172_gcn,0,0
25171_gcn,1,0
25169_gcn,0,0
25170_gcn,0,0
25167_gcn,0,0
25166_gcn,0,0
25165_gcn,0,0
25164_gcn,11,1
25163_gcn,0,0
25162_gcn,0,0
25168_gcn,0,0
25185_gcn,1,0
25187_gcn,27,2
25188_gcn,0,0
25186_gcn,1,0
25184_gcn,0,0
25179_gcn,0,0
25182_gcn,0,0
25181_gcn,2,0
25180_gcn,2,0
25189_gcn,0,0
12962_atel,0,0
25183_gcn,0,0
25191_gcn,0,0
25190_gcn,0,0
25193_gcn,0,0
25211_gcn,0,0
25210_gcn,1,0
25209_gcn,2,0
25208_gcn,6,1
25207_gcn,1,0
25206_gcn,1,0
25205_gcn,0,0
25204_gcn,2,0
25203_gcn,0,0
25202_gcn,1,0
25192_gcn,1,0
25200_gcn,0,0
25199_gcn,7,1
25198_gcn,0,0
25197_gcn,1,0
25196_gcn,0,0
25195_gcn,0,0
25194_gcn,0,0
25201_gcn,2,0
25216_gcn,0,0
25219_gcn,0,0
12963_atel,0,0
25217_gcn,0,0
25215_gcn,5,1
25218_gcn,0,0
25213_gcn,0,0
25212_gcn,1,0
25214_gcn,0,0
25220_gcn,0,0
25223_gcn,0,0
12964_atel,17,2
12966_atel,0,0
12965_atel,0,0
25221_gcn,0,0
25225_gcn,9,1
25224_gcn,3,1
12967_atel,6,1
25222_gcn,0,0
25243_gcn,0,0
25242_gcn,1,0
25241_gcn,1,0
25240_gcn,4,1
25238_gcn,0,0
25237_gcn,0,0
25236_gcn,0,0
25235_gcn,0,0
25228_gcn,0,0
25227_gcn,0,0
25226_gcn,0,0
25232_gcn,1,0
12968_atel,25,2
25231_gcn,1,0
25230_gcn,0,0
25229_gcn,0,0
25234_gcn,0,0
25233_gcn,0,0
12969_atel,26,2
12974_atel,4,1
12973_atel,0,0
12972_atel,0,0
12971_atel,5,1
12970_atel,0,0
25246_gcn,3,1
12976_atel,25,2
12975_atel,0,0
25244_gcn,8,1
25245_gcn,1,0
25247_gcn,0,0
25248_gcn,2,0
25249_gcn,0,0
25250_gcn,2,0
12977_atel,24,2
25251_gcn,3,1
12979_atel,0,0
25252_gcn,0,0
12978_atel,0,0
25253_gcn,0,0
25254_gcn,0,0
25255_gcn,0,0
25256_gcn,0,0
12986_atel,0,0
25257_gcn,0,0
12980_atel,0,0
12981_atel,3,1
12982_atel,11,1
12983_atel,2,0
12984_atel,0,0
12985_atel,1,0
25258_gcn,1,0
25268_gcn,0,0
25260_gcn,1,0
25261_gcn,0,0
25262_gcn,2,0
25263_gcn,0,0
25264_gcn,0,0
25265_gcn,0,0
25259_gcn,1,0
25266_gcn,0,0
25267_gcn,0,0
25277_gcn,3,1
12987_atel,1,0
12990_atel,0,0
12991_atel,23,2
25278_gcn,0,0
12988_atel,12,1
25276_gcn,0,0
12989_atel,0,0
25274_gcn,0,0
25273_gcn,0,0
25272_gcn,1,0
25271_gcn,5,1
25270_gcn,2,0
25269_gcn,0,0
25275_gcn,1,0
12992_atel,22,2
25282_gcn,0,0
25280_gcn,0,0
25281_gcn,0,0
25279_gcn,2,0
12994_atel,4,1
25284_gcn,6,1
25283_gcn,0,0
12993_atel,15,2
12999_atel,0,0
12995_atel,4,1
12996_atel,0,0
12997_atel,0,0
12998_atel,0,0
13000_atel,13,1
13001_atel,11,1
25289_gcn,0,0
25296_gcn,2,0
25295_gcn,0,0
25294_gcn,0,0
25293_gcn,0,0
25290_gcn,0,0
25297_gcn,1,0
25288_gcn,0,0
13003_atel,0,0
25286_gcn,0,0
25285_gcn,1,0
25292_gcn,0,0
13002_atel,0,0
13004_atel,0,0
13005_atel,0,0
13006_atel,11,1
25287_gcn,0,0
25291_gcn,0,0
25303_gcn,0,0
25299_gcn,0,0
13013_atel,0,0
13012_atel,20,2
13011_atel,0,0
13010_atel,0,0
13009_atel,1,0
25298_gcn,0,0
13007_atel,3,1
25308_gcn,0,0
13008_atel,2,0
25306_gcn,0,0
25305_gcn,0,0
25304_gcn,0,0
25309_gcn,0,0
25302_gcn,0,0
25301_gcn,0,0
25300_gcn,0,0
25307_gcn,0,0
13014_atel,35,2
25310_gcn,1,0
25312_gcn,1,0
25311_gcn,0,0
25314_gcn,1,0
25313_gcn,0,0
13015_atel,0,0
13017_atel,1,0
13016_atel,8,1
25315_gcn,0,0
13024_atel,30,2
13023_atel,1,0
13022_atel,6,1
13021_atel,0,0
13020_atel,5,1
13018_atel,0,0
13019_atel,0,0
25317_gcn,2,0
25316_gcn,0,0
13030_atel,7,1
25318_gcn,0,0
25319_gcn,2,0
25320_gcn,0,0
25321_gcn,0,0
25322_gcn,1,0
13025_atel,33,2
13026_atel,9,1
13027_atel,1,0
13028_atel,11,1
13029_atel,0,0
25323_gcn,0,0
25324_gcn,69,2
25331_gcn,1,0
25356_gcn,1,0
25355_gcn,0,0
25354_gcn,0,0
25353_gcn,0,0
25352_gcn,0,0
25351_gcn,0,0
25350_gcn,0,0
25326_gcn,0,0
25349_gcn,0,0
25327_gcn,0,0
25348_gcn,0,0
25347_gcn,0,0
25346_gcn,1,0
25345_gcn,0,0
25344_gcn,0,0
25343_gcn,1,0
25341_gcn,0,0
25340_gcn,0,0
25339_gcn,0,0
25338_gcn,0,0
25337_gcn,0,0
25336_gcn,15,2
25335_gcn,0,0
25334_gcn,1,0
25328_gcn,2,0
25329_gcn,0,0
25333_gcn,29,2
25332_gcn,0,0
25330_gcn,0,0
25342_gcn,0,0
13031_atel,0,0
13032_atel,5,1
25325_gcn,2,0
25361_gcn,0,0
25360_gcn,2,0
25359_gcn,0,0
25358_gcn,0,0
25357_gcn,0,0
25374_gcn,4,1
25363_gcn,0,0
25373_gcn,8,1
25372_gcn,0,0
25371_gcn,0,0
25362_gcn,15,2
25369_gcn,0,0
25368_gcn,2,0
25367_gcn,0,0
25366_gcn,0,0
25365_gcn,0,0
25364_gcn,0,0
13033_atel,0,0
13034_atel,0,0
13035_atel,0,0
25370_gcn,0,0
25388_gcn,0,0
25386_gcn,0,0
25385_gcn,0,0
25382_gcn,0,0
25383_gcn,1,0
25381_gcn,0,0
25380_gcn,0,0
25379_gcn,1,0
25378_gcn,0,0
25377_gcn,1,0
25376_gcn,0,0
25384_gcn,0,0
25375_gcn,0,0
25387_gcn,0,0
13036_atel,19,2
13037_atel,19,2
13038_atel,2,0
25390_gcn,0,0
25392_gcn,0,0
25391_gcn,2,0
25395_gcn,0,0
25389_gcn,0,0
25396_gcn,0,0
25393_gcn,18,2
25394_gcn,1,0
13039_atel,0,0
25400_gcn,0,0
13040_atel,0,0
25404_gcn,0,0
25403_gcn,0,0
25402_gcn,3,1
25401_gcn,0,0
25399_gcn,0,0
25398_gcn,6,1
25397_gcn,0,0
25414_gcn,0,0
25413_gcn,0,0
25412_gcn,0,0
25409_gcn,0,0
25411_gcn,0,0
25406_gcn,14,2
25407_gcn,0,0
25408_gcn,0,0
25410_gcn,0,0
25405_gcn,1,0
25418_gcn,1,0
25416_gcn,0,0
25417_gcn,0,0
25419_gcn,0,0
25415_gcn,1,0
25421_gcn,0,0
25422_gcn,0,0
25423_gcn,0,0
25424_gcn,0,0
25425_gcn,2,0
25426_gcn,0,0
25427_gcn,6,1
25438_gcn,2,0
25430_gcn,0,0
25431_gcn,0,0
25432_gcn,0,0
25433_gcn,0,0
25434_gcn,0,0
25435_gcn,0,0
25436_gcn,1,0
25429_gcn,0,0
25428_gcn,0,0
25437_gcn,0,0
13041_atel,32,2
13042_atel,1,0
25450_gcn,0,0
25451_gcn,0,0
25439_gcn,0,0
25440_gcn,0,0
25441_gcn,0,0
25442_gcn,0,0
25443_gcn,1,0
25444_gcn,1,0
25445_gcn,1,0
25446_gcn,0,0
25447_gcn,0,0
25448_gcn,0,0
25449_gcn,0,0
25452_gcn,0,0
25453_gcn,0,0
25455_gcn,4,1
25457_gcn,1,0
25458_gcn,3,1
25459_gcn,1,0
25460_gcn,0,0
25454_gcn,7,1
25456_gcn,2,0
25461_gcn,2,0
25462_gcn,1,0
25464_gcn,0,0
25465_gcn,0,0
25466_gcn,1,0
25467_gcn,0,0
25468_gcn,0,0
25469_gcn,0,0
25463_gcn,4,1
25471_gcn,0,0
25472_gcn,0,0
25475_gcn,0,0
25470_gcn,0,0
25476_gcn,1,0
25473_gcn,0,0
25474_gcn,0,0
25482_gcn,0,0
25481_gcn,1,0
25480_gcn,1,0
25478_gcn,0,0
25477_gcn,0,0
13045_atel,3,1
13044_atel,8,1
13043_atel,0,0
25479_gcn,0,0
25483_gcn,0,0
25485_gcn,0,0
25486_gcn,4,1
25487_gcn,8,1
25488_gcn,4,1
25489_gcn,0,0
25484_gcn,0,0
25494_gcn,2,0
13046_atel,0,0
25492_gcn,0,0
25490_gcn,0,0
25496_gcn,1,0
25495_gcn,0,0
25493_gcn,0,0
25491_gcn,0,0
25525_gcn,0,0
25510_gcn,0,0
25511_gcn,0,0
25512_gcn,0,0
25513_gcn,0,0
25514_gcn,0,0
25515_gcn,0,0
25516_gcn,2,0
25517_gcn,8,1
25519_gcn,1,0
25526_gcn,0,0
25518_gcn,0,0
25527_gcn,0,0
25528_gcn,1,0
25529_gcn,0,0
25530_gcn,0,0
25531_gcn,0,0
25532_gcn,0,0
25533_gcn,0,0
25534_gcn,1,0
25522_gcn,0,0
25521_gcn,3,1
25520_gcn,1,0
25509_gcn,0,0
25508_gcn,0,0
25523_gcn,0,0
25506_gcn,0,0
13047_atel,29,2
25524_gcn,0,0
25507_gcn,0,0
25498_gcn,0,0
25499_gcn,0,0
25497_gcn,11,1
25501_gcn,0,0
25502_gcn,1,0
25503_gcn,10,1
25504_gcn,1,0
25505_gcn,0,0
25500_gcn,0,0
25551_gcn,21,2
25546_gcn,0,0
25547_gcn,0,0
25548_gcn,0,0
25549_gcn,0,0
25550_gcn,0,0
25552_gcn,36,2
25559_gcn,0,0
25554_gcn,0,0
25555_gcn,18,2
25556_gcn,0,0
25557_gcn,0,0
25558_gcn,8,1
25545_gcn,0,0
25560_gcn,8,1
25553_gcn,0,0
25544_gcn,0,0
25540_gcn,0,0
25542_gcn,0,0
25541_gcn,0,0
25539_gcn,4,1
25538_gcn,0,0
25537_gcn,0,0
25536_gcn,1,0
25535_gcn,1,0
13050_atel,28,2
25543_gcn,0,0
13048_atel,1,0
13049_atel,2,0
25563_gcn,8,1
25562_gcn,0,0
25561_gcn,0,0
13058_atel,0,0
13053_atel,0,0
13055_atel,1,0
13054_atel,1,0
13051_atel,2,0
25564_gcn,0,0
13056_atel,0,0
25565_gcn,11,1
25571_gcn,0,0
25567_gcn,2,0
25566_gcn,3,1
25583_gcn,0,0
25582_gcn,0,0
25581_gcn,0,0
25580_gcn,1,0
25578_gcn,0,0
25577_gcn,0,0
25579_gcn,1,0
25575_gcn,8,1
25574_gcn,0,0
25573_gcn,1,0
25572_gcn,0,0
25570_gcn,2,0
25569_gcn,4,1
25568_gcn,1,0
25576_gcn,0,0
25593_gcn,0,0
13060_atel,24,2
13059_atel,27,2
25595_gcn,1,0
25594_gcn,0,0
25592_gcn,0,0
25588_gcn,0,0
25590_gcn,0,0
25589_gcn,1,0
25587_gcn,0,0
25586_gcn,0,0
25584_gcn,1,0
25585_gcn,0,0
25591_gcn,0,0
13061_atel,1,0
13063_atel,0,0
25603_gcn,1,0
25600_gcn,0,0
25601_gcn,2,0
25599_gcn,0,0
25598_gcn,0,0
25597_gcn,0,0
25596_gcn,0,0
25602_gcn,1,0
13062_atel,25,2
25617_gcn,0,0
25605_gcn,0,0
13066_atel,7,1
13067_atel,0,0
13068_atel,2,0
25604_gcn,0,0
13065_atel,6,1
25618_gcn,1,0
25616_gcn,19,2
25615_gcn,0,0
13064_atel,5,1
25613_gcn,0,0
25612_gcn,0,0
25611_gcn,0,0
25606_gcn,26,2
25607_gcn,0,0
25608_gcn,0,0
25610_gcn,0,0
25614_gcn,6,1
25609_gcn,0,0
13069_atel,22,2
13070_atel,1,0
13071_atel,0,0
13072_atel,23,2
13073_atel,4,1
25636_gcn,1,0
25635_gcn,0,0
25637_gcn,0,0
25633_gcn,1,0
25619_gcn,0,0
25620_gcn,0,0
25621_gcn,1,0
25622_gcn,2,0
25623_gcn,1,0
25624_gcn,0,0
25625_gcn,0,0
25634_gcn,0,0
25627_gcn,0,0
25626_gcn,0,0
25631_gcn,0,0
25632_gcn,1,0
25630_gcn,0,0
13074_atel,0,0
13075_atel,3,1
13076_atel,0,0
13077_atel,9,1
13078_atel,0,0
25659_gcn,0,0
25662_gcn,0,0
25660_gcn,0,0
25658_gcn,3,1
25661_gcn,0,0
25656_gcn,1,0
25651_gcn,5,1
25650_gcn,1,0
25649_gcn,3,1
25648_gcn,0,0
25647_gcn,0,0
25646_gcn,1,0
25657_gcn,2,0
25645_gcn,0,0
25643_gcn,6,1
25642_gcn,0,0
25641_gcn,0,0
25640_gcn,1,0
25639_gcn,8,1
25638_gcn,1,0
25644_gcn,0,0
25653_gcn,3,1
25652_gcn,1,0
25654_gcn,1,0
25655_gcn,2,0
25664_gcn,2,0
13079_atel,0,0
25667_gcn,0,0
25669_gcn,0,0
25670_gcn,0,0
25671_gcn,0,0
25666_gcn,0,0
13080_atel,0,0
13081_atel,24,2
25663_gcn,0,0
25672_gcn,0,0
13082_atel,0,0
13083_atel,21,2
13084_atel,19,2
13085_atel,0,0
25679_gcn,0,0
25678_gcn,0,0
25673_gcn,0,0
25674_gcn,0,0
25675_gcn,0,0
25676_gcn,0,0
25677_gcn,1,0
25681_gcn,0,0
25680_gcn,0,0
13086_atel,14,2
13087_atel,0,0
25685_gcn,0,0
25682_gcn,0,0
25683_gcn,0,0
25684_gcn,0,0
13089_atel,12,1
25686_gcn,1,0
13088_atel,14,2
25687_gcn,0,0
25688_gcn,0,0
25689_gcn,0,0
13090_atel,2,0
13091_atel,0,0
13092_atel,11,1
13093_atel,0,0
13094_atel,0,0
13095_atel,7,1
25690_gcn,0,0
25700_gcn,0,0
25697_gcn,0,0
25696_gcn,0,0
25695_gcn,17,2
25694_gcn,0,0
25693_gcn,0,0
25692_gcn,0,0
25698_gcn,0,0
25691_gcn,1,0
25714_gcn,0,0
25713_gcn,0,0
25712_gcn,0,0
25711_gcn,0,0
25710_gcn,0,0
25709_gcn,0,0
25715_gcn,0,0
25699_gcn,0,0
25708_gcn,0,0
25718_gcn,0,0
25702_gcn,2,0
25703_gcn,0,0
25704_gcn,0,0
25705_gcn,0,0
25706_gcn,3,1
25716_gcn,1,0
25707_gcn,16,2
25717_gcn,0,0
25701_gcn,0,0
25719_gcn,0,0
25720_gcn,1,0
25721_gcn,0,0
25722_gcn,1,0
13096_atel,11,1
13098_atel,1,0
13100_atel,0,0
13097_atel,7,1
13099_atel,14,2
25726_gcn,0,0
25724_gcn,0,0
25729_gcn,0,0
25728_gcn,0,0
25727_gcn,2,0
25725_gcn,0,0
25723_gcn,0,0
25733_gcn,0,0
25732_gcn,0,0
25731_gcn,0,0
13101_atel,0,0
13102_atel,8,1
25730_gcn,0,0
13103_atel,20,2
13104_atel,8,1
25738_gcn,0,0
25737_gcn,0,0
25736_gcn,0,0
25735_gcn,0,0
25734_gcn,0,0
25740_gcn,1,0
25743_gcn,0,0
25742_gcn,0,0
13107_atel,6,1
13106_atel,1,0
25739_gcn,0,0
13105_atel,5,1
25741_gcn,0,0
25749_gcn,0,0
25748_gcn,0,0
25744_gcn,0,0
25745_gcn,0,0
13108_atel,6,1
13109_atel,1,0
13110_atel,4,1
25747_gcn,0,0
25746_gcn,0,0
25751_gcn,1,0
25750_gcn,2,0
13111_atel,0,0
13112_atel,2,0
25762_gcn,0,0
25752_gcn,0,0
25765_gcn,0,0
25764_gcn,0,0
25763_gcn,0,0
25761_gcn,0,0
25759_gcn,0,0
25760_gcn,0,0
25757_gcn,0,0
25756_gcn,0,0
25755_gcn,0,0
25754_gcn,0,0
25753_gcn,8,1
25758_gcn,0,0
25773_gcn,0,0
25774_gcn,0,0
25770_gcn,0,0
25769_gcn,0,0
25768_gcn,3,1
13113_atel,48,2
25766_gcn,5,1
25772_gcn,0,0
13114_atel,5,1
25767_gcn,0,0
25771_gcn,0,0
13115_atel,0,0
13116_atel,1,0
25777_gcn,0,0
25776_gcn,0,0
13117_atel,0,0
25778_gcn,0,0
25779_gcn,0,0
25775_gcn,0,0
25780_gcn,0,0
25781_gcn,0,0
25782_gcn,0,0
25783_gcn,1,0
25784_gcn,0,0
25785_gcn,0,0
25786_gcn,0,0
13118_atel,5,1
25793_gcn,0,0
25787_gcn,0,0
25788_gcn,7,1
25789_gcn,5,1
25790_gcn,0,0
25791_gcn,3,1
25792_gcn,1,0
25794_gcn,0,0
25795_gcn,0,0
25798_gcn,0,0
25801_gcn,1,0
25800_gcn,0,0
13119_atel,0,0
25797_gcn,0,0
25799_gcn,0,0
25803_gcn,0,0
25804_gcn,0,0
25802_gcn,3,1
25827_gcn,0,0
25822_gcn,0,0
25823_gcn,0,0
25824_gcn,0,0
25826_gcn,0,0
25806_gcn,3,1
13121_atel,0,0
13122_atel,1,0
13123_atel,4,1
13124_atel,5,1
25821_gcn,0,0
13120_atel,2,0
25820_gcn,0,0
25825_gcn,0,0
25818_gcn,0,0
25817_gcn,0,0
25816_gcn,0,0
25815_gcn,1,0
25814_gcn,10,1
25811_gcn,0,0
25813_gcn,0,0
25812_gcn,1,0
25819_gcn,0,0
25810_gcn,0,0
25805_gcn,0,0
25807_gcn,0,0
25808_gcn,0,0
25809_gcn,0,0
13127_atel,20,2
13128_atel,0,0
13126_atel,0,0
25841_gcn,0,0
25842_gcn,0,0
25837_gcn,0,0
25828_gcn,0,0
25840_gcn,0,0
25830_gcn,0,0
25831_gcn,0,0
25832_gcn,0,0
25833_gcn,0,0
25829_gcn,7,1
25835_gcn,0,0
25836_gcn,0,0
25834_gcn,0,0
25845_gcn,0,0
25844_gcn,0,0
25843_gcn,0,0
13129_atel,0,0
13130_atel,8,1
13131_atel,12,1
13136_atel,0,0
13132_atel,14,2
13133_atel,5,1
13134_atel,0,0
13135_atel,13,1
25846_gcn,0,0
25848_gcn,6,1
25853_gcn,2,0
25849_gcn,2,0
25850_gcn,5,1
25851_gcn,1,0
25852_gcn,2,0
25856_gcn,1,0
25855_gcn,2,0
25854_gcn,2,0
13138_atel,10,1
13137_atel,4,1
13139_atel,3,1
13140_atel,0,0
25857_gcn,0,0
25858_gcn,0,0
25859_gcn,6,1
25860_gcn,0,0
13143_atel,9,1
13142_atel,2,0
13141_atel,0,0
13144_atel,0,0
13145_atel,0,0
25861_gcn,0,0
25862_gcn,0,0
25863_gcn,0,0
25864_gcn,5,1
25875_gcn,1,0
25879_gcn,1,0
25877_gcn,0,0
25876_gcn,25,2
25874_gcn,0,0
25873_gcn,0,0
25872_gcn,0,0
25871_gcn,13,1
25870_gcn,2,0
25866_gcn,0,0
25868_gcn,2,0
25867_gcn,1,0
25880_gcn,0,0
25865_gcn,3,1
13148_atel,9,1
13147_atel,0,0
13146_atel,7,1
25869_gcn,0,0
25881_gcn,0,0
25886_gcn,0,0
25883_gcn,0,0
25885_gcn,0,0
25887_gcn,0,0
25882_gcn,0,0
25913_gcn,2,0
25914_gcn,0,0
25915_gcn,0,0
25916_gcn,3,1
13149_atel,8,1
13150_atel,4,1
25903_gcn,0,0
25905_gcn,0,0
25906_gcn,0,0
25907_gcn,0,0
25908_gcn,0,0
13151_atel,1,0
13152_atel,0,0
13153_atel,0,0
25904_gcn,0,0
25912_gcn,0,0
25901_gcn,4,1
25900_gcn,1,0
25911_gcn,4,1
25888_gcn,0,0
25910_gcn,0,0
25889_gcn,0,0
25890_gcn,0,0
25891_gcn,0,0
25902_gcn,1,0
25892_gcn,0,0
25894_gcn,3,1
25895_gcn,0,0
25896_gcn,0,0
25897_gcn,0,0
25898_gcn,0,0
25899_gcn,9,1
25893_gcn,6,1
25909_gcn,0,0
25917_gcn,0,0
13155_atel,2,0
13154_atel,3,1
13159_atel,0,0
13158_atel,0,0
13157_atel,1,0
25930_gcn,0,0
25929_gcn,0,0
25928_gcn,0,0
25927_gcn,0,0
13156_atel,0,0
25925_gcn,0,0
25919_gcn,1,0
25926_gcn,1,0
25918_gcn,2,0
25920_gcn,0,0
25921_gcn,2,0
25924_gcn,0,0
25923_gcn,0,0
25922_gcn,2,0
25931_gcn,0,0
13164_atel,3,1
13163_atel,10,1
13162_atel,5,1
13161_atel,0,0
25934_gcn,0,0
25941_gcn,1,0
25939_gcn,3,1
25938_gcn,0,0
25937_gcn,0,0
25936_gcn,0,0
25935_gcn,0,0
25942_gcn,0,0
25933_gcn,0,0
13165_atel,0,0
25949_gcn,3,1
